,city,lat,lon,temp,hum,clo,win,country,date
372,botro,7.8525,-5.3106,80.08,92,100,6.2,CI,1628793956
373,taguatinga,-12.3857,-46.5711,96.67,14,87,5.3,BR,1628793959
374,flinders,-34.5833,150.8552,50.2,78,0,1.99,AU,1628793960
375,sherghati,24.5667,84.7833,82.02,85,100,5.21,IN,1628793961
376,tezu,27.9167,96.1667,76.82,99,100,1.74,IN,1628793963
377,moctezuma,29.8,-109.6667,87.98,51,41,6.22,MX,1628793964
378,malanje,-9.5402,16.341,74.77,14,0,2.86,AO,1628793965
379,havelock,34.8791,-76.9013,94.05,77,90,8.05,US,1628793704
380,malakal,9.5334,31.6605,74.62,87,98,0.67,SS,1628793968
381,poitiers,46.5833,0.3333,82.81,54,0,5.75,FR,1628793898
382,jalu,29.0331,21.5482,95.56,25,0,17.27,LY,1628793972
383,ternate,0.8,127.4,79.23,82,27,3.06,ID,1628793973
384,jiexiu,37.0244,111.9125,67.73,87,100,5.84,CN,1628793974
385,watertown,42.3709,-71.1828,96.42,53,1,5.01,US,1628793964
386,harper,4.375,-7.7169,76.93,81,100,13.13,LR,1628793977
387,kingman,35.1894,-114.053,88.52,54,1,8.05,US,1628793979
388,the valley,18.217,-63.0578,87.66,62,20,17.27,AI,1628793981
389,nyagan,62.1406,65.3936,56.73,73,100,5.53,RU,1628793982
390,kahului,20.8947,-156.47,81.97,69,20,14.97,US,1628793801
391,pochutla,15.7432,-96.4661,85.82,60,99,5.97,MX,1628793986
392,comala,19.3167,-103.75,85.23,57,7,3.62,MX,1628793988
393,karratha,-20.7377,116.8463,63.79,21,0,11.41,AU,1628793990
394,napa,38.4832,-122.3344,87.08,25,83,5.37,US,1628793991
395,glen carbon,38.7484,-89.9832,97.9,60,1,1.99,US,1628793992
396,hambantota,6.1241,81.1185,82.74,74,40,10.36,LK,1628793995
397,berlevag,70.8578,29.0864,51.75,87,0,2.3,NO,1628793996
398,taos,36.4072,-105.5731,85.73,31,1,3.0,US,1628793998
399,mount gambier,-37.8333,140.7667,48.11,93,75,10.36,AU,1628793999
400,rio brilhante,-21.8019,-54.5464,77.18,40,60,5.39,BR,1628793818
401,ballina,-28.8667,153.5667,59.18,94,40,5.75,AU,1628794002
402,saquena,-4.6667,-73.5167,85.98,59,100,2.15,PE,1628794003
403,iraquara,-12.2486,-41.6194,83.91,32,26,9.71,BR,1628794004
404,kruisfontein,-34.0033,24.7314,46.89,91,100,2.13,ZA,1628794006
405,kenai,60.5544,-151.2583,57.02,96,90,18.41,US,1628793876
406,kokoda,-8.8785,147.7407,71.28,94,97,1.54,PG,1628794008
407,palmerston,-12.486,130.9833,73.38,86,13,2.3,AU,1628793910
408,petropavlovsk-kamchatskiy,53.0452,158.6483,41.59,100,90,6.71,RU,1628794012
409,copiapo,-27.3667,-70.3333,56.89,36,0,7.07,CL,1628793931
410,gimli,50.6336,-96.9907,64.44,62,100,12.66,CA,1628794014
411,ponta delgada,37.7333,-25.6667,75.92,78,20,11.5,PT,1628794016
412,katherine,-14.4667,132.2667,70.12,49,7,8.05,AU,1628794017
413,lasa,46.6166,10.7002,78.71,80,42,2.1,IT,1628794018
414,gizo,-8.103,156.8419,80.11,79,100,11.72,SB,1628794020
415,lunglei,22.8833,92.7333,68.63,99,100,2.13,IN,1628794021
416,acapulco,16.8634,-99.8901,87.62,66,20,8.05,MX,1628793879
417,point pedro,9.8167,80.2333,81.14,77,100,8.86,LK,1628794024
418,mezen,65.8522,44.24,61.14,85,100,3.53,RU,1628794025
419,chokwe,-24.5333,32.9833,74.91,34,0,7.14,MZ,1628794026
420,roebourne,-20.7833,117.1333,63.64,23,0,13.67,AU,1628794027
421,sumbe,-11.2061,13.8437,71.08,90,69,7.23,AO,1628794029
422,chapeco,-27.0964,-52.6183,60.55,59,0,11.5,BR,1628794030
423,bathsheba,13.2167,-59.5167,88.41,66,75,20.71,BB,1628794032
424,padang,-0.9492,100.3543,76.48,89,99,4.56,ID,1628794033
425,tougue,11.4667,-11.6,70.93,92,99,5.88,GN,1628794034
426,zhigansk,66.7697,123.3711,56.66,65,100,5.77,RU,1628794036
427,dwarka,22.2394,68.9678,81.77,78,100,15.03,IN,1628794037
428,port-gentil,-0.7193,8.7815,76.96,83,40,10.36,GA,1628794038
429,ciudad bolivar,8.1222,-63.5497,88.95,56,99,2.93,VE,1628793976
430,nsanje,-16.92,35.262,71.4,55,0,1.36,MW,1628794041
431,nazca,-14.8333,-74.95,79.77,30,6,7.85,PE,1628794042
432,inongo,-1.95,18.2667,75.22,65,96,3.42,CD,1628794044
433,mollendo,-17.0231,-72.0147,63.28,76,86,10.47,PE,1628794045
434,moroni,-11.7022,43.2551,75.27,76,4,4.36,KM,1628794047
435,ola,59.5833,151.2833,54.63,88,100,3.74,RU,1628794049
436,grand-santi,4.25,-54.3833,83.98,71,100,1.79,GF,1628794050
437,longyearbyen,78.2186,15.6401,46.24,81,75,14.97,SJ,1628794052
438,geraldton,-28.7667,114.6,45.01,87,5,8.05,AU,1628794053
439,tilichiki,60.4667,166.1,55.63,74,61,0.22,RU,1628794054
440,kurumkan,54.3,110.3,60.64,89,16,2.77,RU,1628794056
441,lodhran,29.5405,71.6336,95.02,33,100,8.75,PK,1628794018
442,fairhope,30.523,-87.9033,86.27,78,75,3.44,US,1628794058
443,avera,33.194,-82.5271,95.92,37,8,4.09,US,1628794061
444,coos bay,43.3665,-124.2179,82.31,72,1,9.22,US,1628794062
445,naze,28.3667,129.4833,78.31,86,99,18.61,JP,1628794064
446,sovetskiy,61.3614,63.5842,56.66,66,100,5.21,RU,1628794065
447,japura,-0.3167,102.35,73.71,82,98,2.53,ID,1628794067
448,pristina,42.6727,21.1669,78.17,41,0,6.91,XK,1628794057
449,misratah,32.3754,15.0925,84.63,72,0,9.53,LY,1628794069
450,songjianghe,42.1859,127.479,58.14,99,100,2.15,CN,1628794070
451,berezovka,53.7214,25.4993,58.01,88,4,6.58,BY,1628794072
452,meulaboh,4.1363,96.1285,75.92,89,93,5.57,ID,1628794073
453,bonthe,7.5264,-12.505,78.15,84,100,11.61,SL,1628794074
454,gayny,60.3071,54.3241,55.94,80,93,5.66,RU,1628794077
455,vao,-22.6667,167.4833,67.12,69,49,19.13,NC,1628794078
456,mayumba,-3.432,10.6554,74.71,85,90,7.29,GA,1628794080
457,goyty,43.1642,45.6228,87.17,86,100,10.4,RU,1628794084
458,ban dung,17.699,103.2596,78.17,90,100,1.68,TH,1628794086
459,santa fe,-31.6333,-60.7,63.75,42,98,3.0,AR,1628794087
460,stege,54.987,12.2846,70.2,78,100,13.82,DK,1628794088
461,two rivers,44.1539,-87.5693,86.05,48,20,3.0,US,1628794018
462,aykhal,66.0,111.5,60.21,53,100,5.53,RU,1628794091
463,vanavara,60.34,102.2797,60.35,60,100,3.91,RU,1628794092
464,hobyo,5.3505,48.5268,76.44,85,3,23.17,SO,1628794093
465,mumbwa,-14.9783,27.0619,63.39,27,0,3.76,ZM,1628794095
466,tokoroa,-38.2333,175.8667,49.15,69,100,7.0,NZ,1628794096
467,genhe,50.7833,121.5167,51.12,95,53,1.86,CN,1628794098
468,walvis bay,-22.9575,14.5053,58.15,62,3,12.66,NA,1628794099
469,araceli,10.5529,119.9913,81.77,71,100,3.67,PH,1628794100
470,port pirie,-33.1833,138.0167,42.89,87,33,1.72,AU,1628794102
471,sanmenxia,34.7747,111.1814,68.68,91,100,4.47,CN,1628794104
472,svetlogorsk,52.6333,29.7333,58.93,79,0,7.47,BY,1628794106
473,brigantine,39.4101,-74.3646,98.33,66,1,9.22,US,1628794107
474,yangjiang,21.85,111.9667,80.24,90,93,5.3,CN,1628794109
475,komsomolskiy,40.4272,71.7189,88.52,13,10,13.8,UZ,1628794111
476,praya,14.9215,-23.5087,81.14,65,20,19.57,CV,1628794113
477,kendari,-3.945,122.4989,73.45,95,92,2.42,ID,1628794115
478,webster,42.0501,-71.8801,94.75,59,15,9.8,US,1628794116
479,port blair,11.6667,92.75,81.48,79,100,15.7,IN,1628794117
480,sitka,57.0531,-135.33,60.69,88,90,4.61,US,1628794119
481,elko,41.0002,-115.5012,91.74,17,0,5.99,US,1628794121
482,yaan,7.3833,8.5667,73.13,93,100,3.09,NG,1628794123
483,alofi,-19.0595,-169.9187,66.09,94,100,6.91,NU,1628794124
484,iqaluit,63.7506,-68.5145,38.93,100,90,14.97,CA,1628794125
485,patnagarh,20.7167,83.15,82.18,70,100,5.17,IN,1628794126
486,cockburn town,21.4612,-71.1419,85.96,70,75,14.97,TC,1628794128
487,salinas,36.6777,-121.6555,91.56,63,40,8.05,US,1628794080
488,powell,40.1578,-83.0752,92.17,66,1,4.0,US,1628794041
489,dudinka,69.4058,86.1778,44.8,78,19,7.2,RU,1628794132
490,winneba,5.3511,-0.6231,77.47,84,29,9.89,GH,1628794135
491,asosa,10.0667,34.5333,62.15,95,100,2.37,ET,1628794136
492,ambulu,-8.345,113.6058,74.25,90,96,1.54,ID,1628794138
493,palauig,15.435,119.9045,80.65,79,100,2.42,PH,1628794139
494,pinega,64.7001,43.3936,61.34,98,100,3.56,RU,1628794140
495,port macquarie,-31.4333,152.9167,53.56,78,100,4.85,AU,1628794142
496,margate,51.3813,1.3862,69.69,70,6,1.01,GB,1628794143
497,brainerd,46.358,-94.2008,77.23,27,1,17.27,US,1628794145
498,egvekinot,66.3167,-179.1667,40.42,79,61,3.11,RU,1628794146
499,amga,60.8953,131.9608,58.51,88,4,2.3,RU,1628794147
500,lebyazhye,55.2689,66.4947,52.9,69,100,7.31,RU,1628794149
501,oranjemund,-28.55,16.4333,54.41,74,0,26.57,NA,1628794150
502,gatton,-27.55,152.2833,61.65,87,82,0.83,AU,1628794151
503,narsaq,60.9167,-46.05,64.62,60,40,4.7,GL,1628794153
504,torbay,47.6666,-52.7314,65.75,73,75,5.75,CA,1628794154
505,naifaru,5.4444,73.3657,82.63,74,100,18.52,MV,1628794155
506,caxito,-8.5785,13.6643,73.56,79,0,5.73,AO,1628794157
507,linxia,35.6003,103.2064,57.4,70,2,4.52,CN,1628794158
508,varhaug,58.6147,5.6457,63.95,78,100,9.8,NO,1628794159
509,abu dhabi,24.4667,54.3667,93.31,84,0,5.75,AE,1628793934
510,minab,27.1467,57.0801,90.9,68,6,4.09,IR,1628794162
511,karlskoga,59.3267,14.5239,67.32,82,29,4.97,SE,1628794163
512,tecoanapa,16.5167,-98.75,85.33,65,85,9.06,MX,1628794164
513,tukrah,32.5341,20.5791,80.58,81,0,12.35,LY,1628794166
514,hosakote,14.2769,77.1699,74.59,77,100,14.52,IN,1628794167
515,vilyuysk,63.7553,121.6247,59.02,70,7,4.54,RU,1628794168
516,camacupa,-12.0167,17.4833,65.46,16,4,4.05,AO,1628794170
517,hachinohe,40.5,141.5,63.66,93,100,12.5,JP,1628794171
518,dukat,62.55,155.55,54.9,75,86,5.93,RU,1628794173
519,moshi,-3.35,37.3333,66.58,71,45,4.92,TZ,1628794174
520,banjar,-8.19,114.9675,78.66,91,23,4.99,ID,1628794175
521,sokoto,13.0609,5.239,82.26,68,100,8.41,NG,1628794177
522,quesnel,52.9999,-122.5029,72.1,46,1,2.3,CA,1628794057
523,ojinaga,29.5667,-104.4167,90.41,45,90,8.05,MX,1628794024
524,ardakan,32.31,54.0175,95.38,11,0,4.94,IR,1628794180
525,ancud,-41.8697,-73.8203,53.13,66,0,5.5,CL,1628794182
526,nanchang,28.6833,115.8833,78.98,95,100,3.18,CN,1628794183
527,faanui,-16.4833,-151.75,78.69,65,0,13.15,PF,1628794184
528,bay roberts,47.5999,-53.2648,66.51,82,98,1.99,CA,1628794186
529,aquiraz,-3.9014,-38.3911,84.29,75,65,13.47,BR,1628794087
530,high level,58.5169,-117.136,68.11,49,20,6.91,CA,1628794188
531,moerai,-22.4333,-151.3333,72.75,81,64,12.28,PF,1628794189
532,olga,43.7444,135.2892,53.13,94,21,4.68,RU,1628794191
533,ercis,39.0287,43.3586,71.2,43,51,2.21,TR,1628794192
534,hokitika,-42.7167,170.9667,48.42,87,100,8.9,NZ,1628794193
535,yantal,56.8471,105.2542,61.47,59,29,2.68,RU,1628794195
536,eyl,7.9803,49.8164,76.21,82,5,19.1,SO,1628794196
537,maamba,-17.3667,27.15,63.91,45,0,2.8,ZM,1628794197
538,quatre cocos,-20.2078,57.7625,72.09,83,15,13.44,MU,1628794199
539,fairview,40.8126,-73.999,97.45,55,1,3.44,US,1628794063
540,barabinsk,55.3571,78.357,49.93,77,55,8.19,RU,1628794201
541,north bend,43.4065,-124.2243,77.92,72,1,9.22,US,1628794203
542,miraflores,19.2167,-98.8083,69.87,62,73,2.62,MX,1628794204
543,severo-yeniseyskiy,60.3725,93.0408,55.8,96,99,2.89,RU,1628794205
544,lithgow,-33.4833,150.15,32.86,88,0,3.74,AU,1628794207
545,marystown,47.1666,-55.1483,63.21,91,100,10.36,CA,1628794208
546,sines,37.9562,-8.8698,70.29,73,0,8.01,PT,1628793991
547,cingoli,43.3733,13.2025,83.05,53,0,3.85,IT,1628794211
548,abyek,36.0667,50.55,85.6,27,8,4.25,IR,1628794212
549,orotukan,62.2667,151.7,61.7,55,47,7.07,RU,1628794214
550,lhokseumawe,5.1801,97.1507,76.5,87,100,4.23,ID,1628794217
551,rio grande,-32.035,-52.0986,55.51,66,100,10.27,BR,1628794092
552,broken hill,-31.95,141.4333,40.71,70,0,0.0,AU,1628794220
553,reconquista,-29.15,-59.65,61.03,30,100,9.4,AR,1628794221
554,westport,41.1415,-73.3579,97.99,58,1,1.01,US,1628794223
555,whitefish,48.4111,-114.3376,81.37,38,1,11.5,US,1628793994
556,diu,20.7141,70.9822,81.27,80,100,11.88,IN,1628794225
557,udalguri,26.7667,92.1333,79.2,90,100,7.87,IN,1628794227
558,narayanganj,23.6233,90.5011,82.42,90,100,9.91,BD,1628794228
559,kwinana,-32.25,115.7667,52.14,74,94,6.44,AU,1628794229
560,merrill,45.1805,-89.6835,75.38,67,40,13.8,US,1628794025
561,leutkirch,47.825,10.0167,77.38,91,0,3.11,DE,1628794232
562,griffith,41.5284,-87.4237,86.99,78,40,10.36,US,1628794233
563,mecca,21.4267,39.8261,93.0,26,90,5.73,SA,1628794234
564,sheboygan,43.7333,-87.9334,87.26,52,1,3.0,US,1628794021
565,letka,59.6011,49.4232,59.88,68,42,7.49,RU,1628794237
566,kisangani,0.5167,25.2,76.26,70,6,1.92,CD,1628794238
567,yenagoa,4.9247,6.2642,75.56,86,45,6.13,NG,1628794240
568,port moresby,-9.4431,147.1797,74.62,100,40,3.44,PG,1628794241
569,luau,-10.7073,22.2247,71.74,18,0,2.62,AO,1628794242
570,ledyard,41.4398,-72.0142,96.4,61,1,3.0,US,1628794244
571,loding,67.3,14.75,56.53,92,90,1.99,NO,1628794245
572,aswan,24.0934,32.907,99.7,12,0,9.22,EG,1628794247
573,leningradskiy,69.3833,178.4167,43.61,68,100,6.06,RU,1628794248
574,yizheng,24.6706,103.4296,60.76,99,99,4.07,CN,1628794250
575,atasu,48.6814,71.6433,61.29,67,77,14.25,KZ,1628794251
576,tommot,58.9564,126.2925,59.07,89,100,1.99,RU,1628794252
577,sur,22.5667,59.5289,88.84,56,99,12.21,OM,1628794089
578,steinbach,50.1667,8.5667,79.0,60,0,4.61,DE,1628794255
579,nerchinskiy zavod,51.3088,119.61,50.32,90,8,1.86,RU,1628794256
580,palmerston north,-40.35,175.6167,54.05,85,100,1.99,NZ,1628794246
581,bundaberg,-24.85,152.35,62.22,98,90,3.0,AU,1628794259
582,coihaique,-45.5752,-72.0662,58.95,47,0,4.61,CL,1628794089
583,siva,29.2041,25.5195,94.71,22,0,4.0,EG,1628794261
584,villa maria,-32.4075,-63.2402,61.83,36,56,8.93,AR,1628794263
585,emba,48.8264,58.1442,68.4,36,0,10.69,KZ,1628794264
586,yei,4.095,30.6779,68.7,90,83,0.67,SS,1628794265
587,arandis,-22.4167,14.9667,49.3,80,6,1.52,NA,1628794267
588,hue,16.4667,107.6,86.11,66,40,4.61,VN,1628794268
589,roquetas de mar,36.7642,-2.6148,82.62,78,36,1.7,ES,1628794269
590,salalah,17.0151,54.0924,76.19,88,97,5.61,OM,1628794271
591,myitkyina,25.3833,97.4,75.63,99,100,1.23,MM,1628794272
592,maumere,-8.6199,122.2111,78.26,77,6,2.82,ID,1628794273
593,chifeng,42.2683,118.9636,60.91,94,90,4.88,CN,1628794275
594,tambacounda,13.7539,-13.7586,93.25,52,20,6.91,SN,1628794276
595,gorom-gorom,14.4439,-0.2361,83.64,57,100,1.36,BF,1628794278
596,novomyrhorod,48.7811,31.642,64.49,58,0,8.81,UA,1628794279
597,zyryanka,65.75,150.85,65.8,46,100,7.52,RU,1628794280
598,morris,40.8334,-74.5329,94.66,63,51,1.99,US,1628794012
